,Field,Dataset,Product,Obj__Id,Moisture__,Yield
7162,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7162,31.3,216.5891
7163,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7163,32.5,203.2644
7164,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7164,30.9,229.961
7165,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7165,30.9,222.9736
7166,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7166,30.8,228.0973
7167,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7167,31,224.266
7168,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7168,32.1,215.9528
7169,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7169,31.5,221.3862
7170,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7170,30.8,227.1137
7171,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7171,30.6,242.4964
7172,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7172,30.7,227.887
7173,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7173,30.8,238.5392
7174,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7174,32.1,219.4434
7175,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7175,32,212.8494
7176,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7176,31,213.7945
7177,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7177,30.5,224.0277
7178,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7178,30.4,228.8078
7179,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7179,30.2,220.6793
7180,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7180,31.6,229.4119
7181,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7181,32.5,208.8031
7182,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7182,30.8,232.1051
7183,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7183,30.4,219.3474
7184,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7184,30.3,228.8957
7185,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7185,30.7,223.4419
7186,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7186,31.8,227.4827
7187,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7187,31,220.7513
7188,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7188,30,219.2133
7189,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7189,30.3,212.8389
7190,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7190,32.2,202.5969
7191,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7191,32.3,207.5988
7192,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7192,31.1,202.7287
7193,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7193,30.8,193.5572
7194,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7194,30,209.7807
7195,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7195,31.5,205.919
7196,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7196,32.2,204.0765
7197,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7197,30.8,205.9282
7198,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7198,30.8,222.4835
7199,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7199,30.5,218.3947
7200,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7200,29.8,231.2361
7201,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7201,31.5,226.7243
7202,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7202,33,223.7047
7203,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7203,30.8,222.1119
7204,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7204,30.5,208.3794
7205,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7205,30.5,216.4852
7206,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7206,30.6,213.0382
7207,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7207,32,221.1308
7208,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7208,31,209.2369
7209,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7209,30.3,227.1434
7210,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7210,30.4,221.6184
7211,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7211,31.3,191.9239
7212,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7212,32.8,192.702
7213,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7213,31.5,160.4236
7214,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7214,30.4,186.1633
7215,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7215,30.9,157.9397
7216,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7216,32.8,172.2074
7217,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7217,34.1,153.1935
7218,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7218,31,180.0391
7219,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7219,30.3,183.1126
7220,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7220,29.7,169.0811
7221,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7221,31.7,153.7548
7222,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7222,32.9,155.673
7223,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7223,31.8,177.3586
7224,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7224,30.5,161.3561
7225,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7225,30.4,183.8037
7226,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7226,31.9,172.1746
7227,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7227,33.3,163.9424
7228,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7228,32.4,163.1568
7229,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7229,31.1,174.3596
7230,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7230,31,187.6123
7231,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7231,31.2,180.3932
7232,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7232,32.5,195.6746
7233,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7233,32.5,198.56
7234,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7234,32.5,198.56
7235,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7235,32.5,195.7634
7236,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7236,30.9,212.5214
7237,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7237,30.7,217.7601
7238,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7238,30.7,222.6302
7239,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7239,30.8,216.5249
7240,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7240,32,201.9216
7241,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7241,31.3,213.4162
7242,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7242,30.2,220.3806
7243,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7243,30.5,224.1464
7244,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7244,30.4,227.1418
7245,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7245,30.2,249.0535
7246,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7246,30.6,231.7104
7247,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7247,31.1,222.588
7248,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7248,30,212.3009
7249,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7249,29.6,202.5221
7250,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7250,31,195.8625
7251,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7251,31.9,177.6124
7252,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7252,31.8,190.0884
7253,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7253,30.1,172.7397
7254,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7254,29.4,185.5847
7255,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7255,31.1,170.3451
7256,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7256,32.2,188.3602
7257,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7257,32,192.2197
7258,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7258,30.5,200.2758
7259,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7259,30.4,213.73
7260,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7260,31.4,187.3798
7261,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7261,31.7,194.7528
7262,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7262,30.2,178.6804
7263,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7263,30.5,187.9631
7264,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7264,31.6,168.4111
7265,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7265,32.4,182.4469
7266,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7266,30.8,176.9807
7267,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7267,30.5,175.2685
7268,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7268,31.4,163.4309
7269,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7269,32.1,149.4165
7270,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7270,31,161.3649
7271,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7271,30.2,164.3907
7272,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7272,30.7,185.8108
7273,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7273,31.8,171.9567
7274,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7274,32.4,183.0658
7275,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7275,30.8,209.2612
7276,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7276,30.4,223.2148
7277,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7277,30.6,226.6137
7278,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7278,32,209.1614
7279,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7279,32.8,207.328
7280,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7280,31.3,201.7278
7281,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7281,30.5,221.0586
7282,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7282,31.4,208.5641
7283,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7283,30.5,218.3864
7284,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7284,31.2,219.6333
7285,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7285,32.5,221.4641
7286,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7286,32.5,221.645
7287,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7287,31.7,213.5448
7288,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7288,31.7,210.8611
7289,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7289,31.1,228.3051
7290,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7290,30.8,254.5313
7291,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7291,30.4,228.05
7292,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7292,31,247.4744
7293,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7293,32.3,221.6658
7294,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7294,32.4,224.1413
7295,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7295,30.7,226.7201
7296,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7296,30.5,234.8181
7297,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7297,30.6,236.7193
7298,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7298,30.3,210.8493
7299,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7299,31.4,217.6168
7300,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7300,32.7,188.5349
7301,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7301,31.7,186.7818
7302,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7302,30.7,179.0377
7303,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7303,30.7,190.3039
7304,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7304,30.7,190.5858
7305,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7305,30.7,185.9934
7306,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7306,32.2,182.7453
7307,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7307,33.2,190.7309
7308,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7308,33.2,190.6604
7309,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7309,33.2,177.8401
7310,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7310,31.7,188.4926
7311,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7311,30.8,186.6792
7312,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7312,30.4,210.006
7313,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7313,30.2,185.0094
7314,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7314,30.6,214.524
7315,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7315,31.8,195.3534
7316,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7316,30.1,184.838
7317,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7317,29.9,210.4885
7318,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7318,29.7,214.2232
7319,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7319,30.5,209.5891
7320,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7320,31.5,182.5769
7321,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7321,32.3,189.9341
7322,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7322,30.8,176.0789
7323,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7323,30.1,183.5466
7324,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7324,29.8,172.758
7325,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7325,30.3,165.9119
7326,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7326,31.4,149.1311
7327,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7327,30.9,148.0678
7328,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7328,29.6,134.6381
7329,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7329,30.3,130.3293
7330,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7330,31.7,114.6884
7331,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7331,32.4,106.3415
7332,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7332,31.8,122.1953
7333,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7333,30,147.8578
7334,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7334,29.8,136.6998
7335,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7335,30.5,134.4244
7336,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7336,31.5,120.4753
7337,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7337,30.3,134.613
7338,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7338,30.1,170.1199
7339,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7339,31.2,177.3643
7340,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7340,29.7,151.7761
7341,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7341,29,177.9687
7342,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7342,29.8,170.2966
7343,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7343,30.7,165.2195
7344,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7344,30.2,184.3311
7345,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7345,29.8,187.5945
7346,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7346,29.4,204.394
7347,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7347,29.4,218.7151
7348,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7348,31,240.0164
7349,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7349,31.8,212.0743
7350,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7350,29.7,242.5516
7351,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7351,29,227.3673
7352,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7352,29,227.3673
7353,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7353,28.8,246.851
7354,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7354,29.3,246.7714
7355,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7355,30.7,229.1022
7356,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7356,30.6,245.995
7357,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7357,29.6,247.9863
7358,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7358,28.5,264.1717
7359,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7359,28.9,236.0925
7360,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7360,30.7,221.4854
7361,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7361,31.1,212.5209
7362,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7362,29.2,181.759
7363,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7363,28.9,153.1691
7364,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7364,31.1,156.2557
7365,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7365,32.1,164.4604
7366,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7366,31,153.8305
7367,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7367,30,168.7945
7368,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7368,29.9,171.85
7369,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7369,31.6,210.18
7370,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7370,31.8,197.0696
7371,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7371,29.8,211.24
7372,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7372,29.4,241.2987
7373,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7373,30,246.6592
7374,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7374,31.2,233.2957
7375,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7375,30.9,222.9493
7376,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7376,29.4,232.8141
7377,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7377,29.1,213.7259
7378,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7378,29.4,221.6665
7379,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7379,30.7,211.8105
7380,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7380,30.7,204.8688
7381,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7381,29.1,202.7619
7382,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7382,29.2,187.2636
7383,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7383,30.5,164.2103
7384,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7384,30.7,157.7883
7385,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7385,28.9,143.9965
7386,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7386,29.1,121.6348
7387,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7387,30.6,96.6378
7388,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7388,31.5,74.9577
7389,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7389,31.1,56.3423
7390,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7390,29,17.6673
7391,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7391,32.1,29.6314
7392,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7392,32.3,20.3149
7393,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7393,32.5,24.7691
7394,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7394,32.7,30.6322
7395,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7395,32.8,14.8709
7396,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7396,30.8,13.698
7397,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7397,30.2,16.9099
7398,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7398,31.2,47.7022
7399,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7399,31.8,55.4295
7400,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7400,32.3,76.7596
7401,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7401,31.4,56.3235
7402,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7402,29.9,81.2481
7403,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7403,31.1,72.2548
7404,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7404,32,84.9934
7405,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7405,32.5,78.9759
7406,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7406,30.6,83.3836
7407,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7407,31.3,85.7004
7408,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7408,32.6,106.0251
7409,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7409,33.5,113.8082
7410,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7410,31.4,98.5702
7411,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7411,30.9,108.2641
7412,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7412,32.9,95.0684
7413,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7413,33.6,106.7895
7414,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7414,31.9,103.0168
7415,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7415,30.7,122.4004
7416,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7416,32.1,133.8906
7417,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7417,32.8,136.5166
7418,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7418,31.9,135.8807
7419,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7419,30.5,131.9651
7420,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7420,30.8,141.9869
7421,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7421,32,121.6219
7422,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7422,32.2,136.8052
7423,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7423,31.4,139.5327
7424,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7424,30.1,125.1013
7425,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7425,30.2,123.1451
7426,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7426,31.2,121.5214
7427,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7427,31.9,132.1072
7428,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7428,30,90.8201
7429,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7429,28.8,121.0165
7430,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7430,29.9,120.1073
7431,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7431,31.1,134.6125
7432,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7432,30.5,97.5934
7433,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7433,29.2,119.4141
7434,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7434,29.9,56.4588
7435,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7435,30.6,10.1862
7436,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7436,32.4,39.1788
7437,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7437,32.7,122.9259
7438,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7438,31.2,74.9063
7439,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7439,28.1,29.2157
7440,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7440,29.3,35.7919
7441,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7441,30.5,108.6404
7442,M5 F3 S2 20.63,25/10/23-16:25:35 (2012384061),CORN,7442,31.1,74.9294
