date,field,treatment,group,meas,leaf,chl,flav,anth,nbi
2025-07-18,benson,control,1,157,leaf2,41.671,0.267,0.33,156.14
2025-07-18,benson,control,1,162,leaf1,18.943,0.486,0.122,38.98
2025-07-18,benson,control,1,163,leaf2,13.189,0.513,0,25.73
2025-07-18,benson,control,1,160,leaf1,36.849,0.426,0.4,86.42
2025-07-18,benson,control,1,161,leaf2,41.528,0.357,0.664,116.41
2025-07-18,benson,control,1,164,leaf1,46.184,NA,NA,NA
2025-07-18,benson,control,1,165,leaf2,51.749,0.572,0.332,90.45
2025-07-18,benson,control,1,166,leaf1,40.517,0.459,0.379,88.23
2025-07-18,benson,control,1,167,leaf2,48.748,0.731,0.39,66.68
2025-07-18,benson,control,1,173,leaf2,47.748,0.681,0.39,70.16
2025-07-18,benson,control,1,172,leaf1,43.166,0.342,0.378,126.29
2025-07-18,benson,control,1,169,leaf2,22.628,0.958,0.239,23.61
2025-07-18,benson,control,1,168,leaf1,55.057,0.74,0.272,74.35
2025-07-18,benson,control,1,171,leaf2,55.319,0.7,0.229,79.07
2025-07-18,benson,control,1,170,leaf1,40.893,0.424,0.378,96.35
2025-07-18,benson,control,1,389,leaf1,45.566,0.539,0.402,84.53
2025-07-18,benson,control,1,390,leaf2,59.502,1.374,0.291,43.29
2025-07-18,benson,control,1,351,leaf1,26.458,0.41,0.274,64.54
2025-07-18,benson,control,1,352,leaf2,62.044,0.989,0.291,62.75
2025-07-18,benson,control,1,349,leaf1,38.78,0.497,0.523,78.03
2025-07-18,benson,control,1,350,leaf2,45.745,0.502,0.356,91.16
2025-07-18,benson,control,1,325,leaf1,26.888,0.557,0.366,48.28
2025-07-18,benson,control,1,326,leaf2,61.079,0.943,0.422,64.77
2025-07-18,benson,control,1,323,leaf1,54.119,0.706,0.306,76.69
2025-07-18,benson,control,1,324,leaf2,61.895,NA,1.182,NA
2025-07-18,benson,control,1,313,leaf1,51.808,0.492,0.388,105.27
2025-07-18,benson,control,1,314,leaf2,61.637,0.615,0.332,100.22
2025-07-18,benson,control,1,321,leaf1,50.212,0.391,0.384,128.31
2025-07-18,benson,control,1,322,leaf2,51.094,0.575,0.361,88.84
2025-07-18,benson,control,1,319,leaf1,45.716,0.565,0.379,80.95
2025-07-18,benson,control,1,320,leaf2,58.626,0.553,0.341,106.01
2025-07-18,benson,control,1,311,leaf1,48.458,0.514,0.351,94.35
2025-07-18,benson,control,1,312,leaf2,58.882,0.855,0.258,68.85
2025-07-18,benson,control,1,317,leaf1,39.838,0.385,0.384,103.36
2025-07-18,benson,control,1,318,leaf2,53.95,0.938,0.358,57.51
2025-07-18,benson,control,1,393,leaf1,37.218,0.323,0.536,115.14
2025-07-18,benson,control,1,394,leaf2,43.92,0.319,0.441,137.49
2025-07-18,benson,control,1,391,leaf1,38.199,0.326,0.457,117.09
2025-07-18,benson,control,1,392,leaf2,63.656,0.845,0,75.36
2025-07-18,benson,control,1,18,leaf2,52.585,0.53,0.501,99.16
2025-07-18,benson,control,1,17,leaf1,36.683,0.335,0.391,109.53
2025-07-18,benson,control,1,4,leaf2,43.849,0.531,0.564,82.53
2025-07-18,benson,control,1,3,leaf1,38.225,0.348,0.382,109.94
2025-07-18,benson,control,1,2,leaf2,43.869,1.257,0.322,34.9
2025-07-18,benson,control,1,1,leaf1,45.055,0.882,NA,51.09
2025-07-18,benson,control,1,16,leaf2,60.299,0.726,0.341,83.08
2025-07-18,benson,control,1,15,leaf1,50.972,0.475,0.343,107.31
2025-07-18,benson,control,1,12,leaf2,20.651,0.611,0.235,33.81
2025-07-18,benson,control,1,11,leaf1,29.516,0.416,0.437,70.88
2025-07-18,benson,control,1,6,leaf2,49.363,1.111,NA,44.43
2025-07-18,benson,control,1,5,leaf1,38.394,0.448,0.4,85.63
2025-07-18,benson,control,1,10,leaf2,47.087,0.941,0.351,50.03
2025-07-18,benson,control,1,9,leaf1,39.674,1.596,0,24.86
2025-07-18,benson,control,1,8,leaf2,20.641,0.905,0.261,22.82
2025-07-18,benson,control,1,7,leaf1,34.012,0.342,0.393,99.55
2025-07-18,benson,control,1,24,leaf2,62.632,1.03,0.33,60.8
2025-07-18,benson,control,1,23,leaf1,59.767,0.593,0.318,100.73
2025-07-18,benson,control,1,14,leaf2,40.629,0.535,0.381,75.97
2025-07-18,benson,control,1,13,leaf1,33.769,0.384,0.429,87.87
2025-07-18,benson,control,1,20,leaf2,49.239,0.375,0.372,131.21
2025-07-18,benson,control,1,19,leaf1,45.507,0.424,0.372,107.36
2025-07-18,benson,control,1,22,leaf2,48.65,1.09,0.348,44.63
2025-07-18,benson,control,1,21,leaf1,47.119,1.015,0.305,46.44
2025-07-18,benson,control,1,26,leaf2,41.775,0.658,0.409,63.49
2025-07-18,benson,control,1,25,leaf1,47.304,0.335,0.37,141.41
2025-07-18,benson,control,1,439,leaf1,52.082,0.454,0.366,114.82
2025-07-18,benson,control,1,440,leaf2,58.983,0.534,0.328,110.46
2025-07-18,benson,control,1,441,leaf1,46.494,0.442,0.407,105.31
2025-07-18,benson,control,1,442,leaf2,56.546,0.959,0.335,58.99
2025-07-18,benson,control,1,443,leaf1,30.504,0.422,0.406,72.2
2025-07-18,benson,control,1,444,leaf2,44.021,0.401,0.356,109.81
2025-07-18,benson,control,1,445,leaf1,38.991,0.395,0.411,98.77
2025-07-18,benson,control,1,446,leaf2,45.893,0.571,0.362,80.34
2025-07-18,benson,control,1,177,leaf2,47.236,0.759,0.323,62.23
2025-07-18,benson,control,1,176,leaf1,53.443,0.468,0.367,114.27
2025-07-18,benson,control,1,178,leaf1,43.82,0.426,0.335,102.83
2025-07-18,benson,control,1,179,leaf2,58.261,0.634,0.309,91.95
2025-07-18,benson,control,1,175,leaf2,48.782,0.57,0.309,85.57
2025-07-18,benson,control,1,174,leaf1,44.221,0.421,0.376,105.06
